Cast % (All)
 on 20002161 == -10
 on 26140 == -10
 combo 470020+480018+490019+450096 == -10
 on 26151 == -10
 on 20007162 == -10
 on 26167 == -10
 on 470105 == -10
 combo 470020+480018+490019+450096 == -10
 on 26221 == -10
 on 650034 == -10
 on 28136 == -10
 on 840032 == -10
 on 400086 == -10
 on 840021 == -10
 on 400077 == -10
 on 840020 == -10
 on 470192 == -10
 on 28531 == -10
 on 470192 == -10
 on 28553 == -10
 on 400077 == -10
 on 510079 == -10
 on 650047 == -10
 on 28581 == -10
 on 510139 == -10
 on 830038 == -10
 on 450243 == -10
 on 450244 == -10
 on 19284 == -10
 on 570016 == -10
 on 470038 == -10
 on 450281 == -10
 on 470045 == -10
 on 15205 == -10
 on 620003 == -10
 on 470045 == -10
 on 450280 == -10
 on 510017 == -10
 on 15277 == -10
 combo 470019+480017+490018+450055 == -10
 on 15383 == -10
 on 15384 == -10
 on 450279 == -10
 on 620009 == -10
 on 530013 == -10
 on 20014684 == -10
 on 15409 == -10
 on 15418 == -10
 on 15426 == -10
 on 15431 == -10
 on 400440 == -10
 on 450375 == -10
 on 15479 == -10
 on 550101 == -10
 on 20012607 == -10
 on 400433 == -10
 on 15482 == -10
 on 470032 == -10
 on 450282 == -10
 on 20014619 == -10
 on 450203 == -10
 on 400530 == -10
 combo 470018+480016+490017+450056 == -10
 on 450133 == -10
 on 1641 == -10
 on 450140 == -10
 on 1673 == -10
 on 450142 == -10
 on 550103 == -10
 on 570035 == -10
 combo 450144+1846 == -10
 on 500103 == -10
 on 400511 == -10
 combo 18180+400049 == -10
 on 2193 == -10
 on 500107 == -10
 on 2374 == -10
 on 20009197 == -10
 on 500134 == -10
 on 20001615 == -10
 on 450179 == -10
 on 20008641 == -10
 on 450181 == -10
 on 2995 == -10
 on 313266 == -10
 on 20001626 == -10
 on 510009 == -10
 on 450283 == -10
 on 20012631 == -10
 on 620010 == -10
 on 15483 == -10
 on 570004 == -10
 on 15956 == -10
 on 15957 == -10
 on 620012 == -10
 on 15981 == -10
 on 15982 == -10
 on 15983 == -10
 on 450376 == -10
 on 400400 == -10
 on 530012 == -10
 on 470277 == -10
 on 20003199 == -10
 on 18813 == -10
 on 450274 == -10
 on 490572 == -10
 on 470274 == -10
 on 470274 == -10
 on 490466 == -10
 on 19172 == -10
 on 19172 == -10
 on 19172 == -10
 on 470273 == -10
 on 470272 == -10
 on 470271 == -10
 on 470270 == -10
 on 490207 == -10
 on 450299 == -10
 on 15829 == -10
 on 15829 == -10
 on 15892 == -10
 on 15828 == -10
 on 15828 == -10
 on 15827 == -10
 on 15827 == -10
 on 15826 == -10
 on 15830 == -10
 on 15826 == -10
 on 15822 == -10
 on 15831 == -10
 on 15822 == -10
 on 400401 == -10
 on 15831 == -10
 on 15484 == -10
 on 15879 == -10
 on 15891 == -10
 on 15830 == -10
 combo 4925+420236 == 10
 combo 20813+27062+29724 == 10
 on 22231 == 10
 on 470113 == 10
 on 480314 == 10
 on 470156 == 10
 on 480313 == 10
 combo 400082+400164 == -1-.@r/3
 on 311363 == -1*getskilllv("sc_shadowform")
 on 20837 == -1*.@val
 on 510038 == -1*.@a
 on 610027 == -1*.@a
 on 18186 == -1*(5+.@r)
 combo 480161+18975 == -1*(.@r/2)
 combo 24343+24344 == -1
 on 20001005 == -1
 on 20003587 == -1
 on 430003 == -1
 on 20009058 == -1
 on 20009061 == -1
 on 20003522 == -1
 on 20003021 == -1
 on 20012051 == -1
 on 20003504 == -1
 on 20012046 == -1
 on 20009001 == -1
 on 20003048 == -1
 on 20011065 == -1
 on 20001063 == -1
 on 20003517 == -1
 on 20005552 == -1
 on 20011024 == -1
 on 2933 == -1
 on 24343 == -1
 on 24344 == -1
 on 5864 == -1
 on 312306 == -1
 on 312306 == -1
 on 312306 == -1
 on 2935 == -1
 on 20008043 == -1
 on 20005566 == -1
 on 4958 == -1
 on 20002043 == -1
 on 20000022 == -1
 on 20000022 == -1
 on 20000072 == -1
 on 20000082 == -1
 on 20010034 == -1
 on 15470 == -1
 on 20014533 == -1
 on 20008559 == -1
 on 18534 == -1
 on 20013580 == -1
 on 20007093 == -1
 on 29053 == -1
 on 29054 == -1
 on 29055 == -1
 on 31012 == -1
 on 19371 == -1
 on 310488 == -1
 on 19126 == -1
 on 20006579 == -1
 on 20006576 == -1
 on 20007094 == -1
 on 310851 == -1
 on 20006536 == -1
 on 20008547 == -1
 on 20010025 == -1
 on 20002525 == -1
 on 20016078 == -1
 on 20005096 == -1
 on 20016343 == -1
 on 20016364 == -1
 on 20016394 == -1
 on 20016423 == -1
 on 20016477 == -1
 on 20016485 == -1
 on 20016486 == -1
 on 20016489 == -1
 on 20000540 == -1
 on 20000514 == -1
 on 20005031 == -1
 on 20016290 == -1
 on 20005543 == -1
 on 410102 == -1
 on 20013093 == -1
 on 20013092 == -1
 on 410303 == -1
 on 20004018 == -1
 on 20004011 == -1
 on 20015552 == -1
 on 20008030 == -1
 combo 24573+24572+24574 == -.@sum/2
 combo 19239+400477 == -.@r/2
 on 480024 == -.@r/2
 on 550021 == -.@r
 on 450263 == -.@r
 on 480441 == -.@r
 combo 19266+19139 == -.@r
 on 480114 == -.@r
 on 22203 == -.@r
 combo 18974+490412 == -.@r
 on 32025 == -.@r
 on 400660 == -.@r
 on 32007 == -.@r
 combo 18984+490431 == -.@r
 on 22212 == -.@r
 combo 18981+490431 == -.@r
 on 450163 == -.@r
 on 2027 == -.@r
 combo 18972+490437 == -.@r
 on 24746 == -.@r
 combo 24465+24464+24466 == -.@r
 on 15374 == -.@r
 on 15375 == -.@r
 combo 400499+480195 == .@r
 combo 18975+490395 == .@r
 on 20800 == -.@delay
 on 19453 == .@delay
 on 15446 == -.@d
 combo 410137+420368 == -.@b
 on 490279 == -.@a/12
 combo 2907+15924 == -.@a
 on 490492 == -.@a
 on 490218 == -.@a
 on 480045 == -.@a
 combo 19393+420087 == -(readparam(bagi)/20)
 on 490426 == -(min(joblevel กับ 60)/2)
 on 490425 == -(min(joblevel กับ 60)/2)
 combo 490425+490649 == -(min(joblevel กับ 60)/2)
 on 460018 == -(min(getrefine() กับ 12)/2)
 on 311432 == -(getskilllv("nc_trainingaxe")/2)
 on 314673 == -(getskilllv("gn_cart_tornado")/2)
 on 314021 == -(getskilllv("gc_researchnewpoison")/2)
 combo 300351+311075 == -(getskilllv("asc_breaker")+getskilllv("asc_meteorassault"))/3
 combo 27380+311075 == -(getskilllv("asc_breaker")+getskilllv("asc_meteorassault"))
 on 312198 == -(getrefine()/2)
 on 2173 == -(getrefine()*2)
 combo 24243+24244+24331 == (getequiprefinerycnt(eqi_shadow_shoes)+getequiprefinerycnt(eqi_shadow_shield)+getequiprefinerycnt(eqi_shadow_armor) >= 25?-6:-1)
 combo 24243+24244+24245 == (getequiprefinerycnt(eqi_shadow_shoes)+getequiprefinerycnt(eqi_shadow_shield)+getequiprefinerycnt(eqi_shadow_armor) >= 25?-5:-1)
 combo 420342+450128 == -(getequiprefinerycnt(eqi_armor)/2)
 on 18563 == -(5+.@r*3)
 on 460003 == -(.@r>=9?12:(.@r>=7?8:4))
 on 24245 == (.@r<7)?-1:((.@r<9)?-2:-3)
 on 24244 == (.@r<7)?-1:((.@r<9)?-2:-3)
 on 24243 == (.@r<7)?-1:((.@r<9)?-2:-3)
 on 313414 == -(.@r/4)
 on 313418 == -(.@r/4)
 on 700003 == -(.@r/3*4)
 on 700019 == -(.@r/3*4)
 on 312716 == -(.@r/3)
 on 24574 == -(.@r/3)
 on 24331 == -(.@r/3)
 on 312698 == -(.@r/3)
 on 312699 == -(.@r/3)
 on 312717 == -(.@r/3)
 on 1664 == -(.@r/2)*3
 on 1636 == -(.@r/2)*3
 on 24768 == -(.@r/2)
 combo 24447+24446+24448 == -(.@r/2)
 on 28565 == -(.@i/18)
 on 28484 == -(.@f)
 on 490651 == -(.@f)
 on 4480 == ((getrefine()>14)?-20:-15)
 on 29278 == -((.@r>=9)?15:((.@r>=7)?10:5))
 on 18201 == -((.@r/3)*4)
 on 2193 ==  -10-(5*(.@r-6))
 combo 410137+480161 ==    -min(.@r กับ 15)
 combo 29725+22216 ==    -4*.@r
 on 630008 ==    -3*getskilllv("rk_dragontraining")
 combo 29725+15824 ==    -3*.@r
 combo 29725+19449 ==    -3*.@r
 combo 29725+470024 ==    -3*.@r
 combo 29725+22242 ==    -3*.@r
 combo 2573+420065 ==    -3*(.@e/20)
 on 15462 ==    -2*getskilllv("wl_radius")
 on 26112 ==    -2*getskilllv("su_pickypeck")
 combo 29725+20970 ==    -2*.@r
 combo 29725+20972 ==    -2*.@r
 combo 29725+20984 ==    -2*.@r
 combo 313020+450174 ==    -2*(.@r_armor/2)
 on 400084 ==    -2*(.@r/3)
 on 510018 ==    -1*getskilllv("rg_backstap")
 on 510017 ==    -1*getskilllv("as_left")
 on 700014 ==    -1*(getskilllv("ac_vulture")/2)
 combo 4958+19050 ==    -1 - ( .@r >= 9 ) ? 1 : 0
 on 20856 ==    .@val
 on 22210 ==    .@delay
 on 480120 ==    -.@a
 on 610028 ==    -(getskilllv("as_katar")/2)

F. Cast % (All)
 on 1679 == -getrefine()
 on 1649 == -getrefine()
 on 20017146 == -9
 on 20010234 == -9
 on 20003278 == -9
 on 20010726 == -9
 on 20003705 == -9
 on 20010723 == -9
 on 20004228 == -9
 on 20004261 == -9
 on 20010233 == -9
 on 20003239 == -9
 on 20004738 == -9
 on 20004753 == -9
 on 20004761 == -9
 on 20004785 == -9
 on 20004787 == -9
 on 20005205 == -9
 on 20005208 == -9
 on 20009743 == -9
 on 20003245 == -9
 on 20002770 == -9
 on 20002774 == -9
 on 20011729 == -9
 on 20001298 == -9
 on 20001700 == -9
 on 20012279 == -9
 on 20012233 == -9
 on 20011791 == -9
 on 20001724 == -9
 on 20011768 == -9
 on 20002212 == -9
 on 20009742 == -9
 on 20002214 == -9
 on 20002269 == -9
 on 20002297 == -9
 on 20002723 == -9
 on 20011225 == -9
 on 20002753 == -9
 on 20002755 == -9
 on 20005246 == -9
 on 20009730 == -9
 on 20000796 == -9
 on 20017280 == -9
 on 20008254 == -9
 on 20008248 == -9
 on 20008227 == -9
 on 20017336 == -9
 on 20017316 == -9
 on 20017314 == -9
 on 20007766 == -9
 on 20007267 == -9
 on 20005272 == -9
 on 20007756 == -9
 on 20007271 == -9
 on 20017193 == -9
 on 20007290 == -9
 on 20017111 == -9
 on 20017169 == -9
 on 20017161 == -9
 on 20017373 == -9
 on 20017378 == -9
 on 20008287 == -9
 on 20008739 == -9
 on 20005724 == -9
 on 20009282 == -9
 on 20009274 == -9
 on 20009265 == -9
 on 20005785 == -9
 on 20009261 == -9
 on 20009242 == -9
 on 20006244 == -9
 on 20009202 == -9
 on 20006717 == -9
 on 20008767 == -9
 on 20006767 == -9
 on 20017461 == -9
 on 20017452 == -9
 on 20006768 == -9
 on 20001275 == -9
 on 20002727 == -9
 on 20000793 == -9
 on 20000785 == -9
 on 20014237 == -9
 on 20013226 == -9
 on 20015700 == -9
 on 20015215 == -9
 on 20015227 == -9
 on 20013753 == -9
 on 20012771 == -9
 on 20015286 == -9
 on 20015273 == -9
 combo 311074+4556 == -80
 on 20010282 == -8
 on 20005702 == -8
 on 20009752 == -8
 on 20014260 == -8
 on 20004799 == -8
 on 20010204 == -8
 on 20004783 == -8
 on 20004768 == -8
 on 20001215 == -8
 on 20010220 == -8
 on 20010712 == -8
 on 20004218 == -8
 on 20010282 == -8
 on 20013771 == -8
 on 20004729 == -8
 on 20013768 == -8
 on 20014740 == -8
 on 20004248 == -8
 on 20010714 == -8
 on 20010239 == -8
 on 20013750 == -8
 on 20003773 == -8
 on 20008769 == -8
 on 20005756 == -8
 on 20006259 == -8
 on 20007700 == -8
 on 20015256 == -8
 on 20017106 == -8
 on 20017098 == -8
 on 20017258 == -8
 on 20008203 == -8
 on 20017310 == -8
 on 20008214 == -8
 on 20015208 == -8
 on 20017344 == -8
 on 20008227 == -8
 on 20008258 == -8
 on 20014790 == -8
 on 20007223 == -8
 on 20008273 == -8
 on 20014770 == -8
 on 20017425 == -8
 on 20015763 == -8
 on 20017484 == -8
 on 20006744 == -8
 on 20008752 == -8
 on 20013256 == -8
 on 20006274 == -8
 on 20003740 == -8
 on 20004768 == -8
 on 20003299 == -8
 on 20002700 == -8
 on 20002289 == -8
 on 20002281 == -8
 on 20011232 == -8
 on 20002267 == -8
 on 20011267 == -8
 on 20002225 == -8
 on 20000736 == -8
 on 20000740 == -8
 on 20011295 == -8
 on 20000749 == -8
 on 20001784 == -8
 on 20011732 == -8
 on 20011748 == -8
 on 20001756 == -8
 on 20000758 == -8
 on 20012763 == -8
 on 20012742 == -8
 on 20012721 == -8
 on 20000781 == -8
 on 20001292 == -8
 on 20001265 == -8
 on 20001255 == -8
 on 20001254 == -8
 on 20001237 == -8
 on 20012714 == -8
 on 20012791 == -8
 on 20006737 == -8
 on 20011211 == -8
 on 20002779 == -8
 on 20002744 == -8
 on 20000252 == -8
 on 20010762 == -8
 on 20002762 == -8
 on 20002763 == -8
 on 20000241 == -8
 on 20000286 == -8
 on 20002710 == -8
 on 20000273 == -8
 on 20000224 == -8
 on 20013227 == -8
 on 20000219 == -8
 on 20010747 == -8
 on 20000205 == -8
 on 20010726 == -8
 on 480251 == -70*.@d
 combo 450337+470242+480391 == -70
 combo 311439+450309 == -70
 combo 311883+27089 == -70
 on 2041 == -70
 on 2047 == -70
 on 13499 == -70
 combo 311074+4456 == -70
 combo 490076+29371 == -70
 on 32007 == -70
 on 400101 == -70
 on 4556 == -70
 on 410065 == -70
 on 410010 == -70
 on 460074 == -70
 on 410064 == -70
 on 490068 == -70
 on 410058 == -70
 on 410057 == -70
 on 550021 == -70
 on 311420 == -70
 on 410009 == -70
 on 19426 == -7*.@r
 on 19347 == -7*.@r
 on 20009783 == -7
 on 20017087 == -7
 on 20013277 == -7
 on 20014251 == -7
 on 20014705 == -7
 on 20010715 == -7
 on 20012279 == -7
 on 20014274 == -7
 on 20014279 == -7
 on 20009762 == -7
 on 20012283 == -7
 on 20017100 == -7
 on 20009753 == -7
 on 20009292 == -7
 on 20009730 == -7
 on 20017116 == -7
 on 20012725 == -7
 on 20014722 == -7
 on 20011280 == -7
 on 20011257 == -7
 on 20014245 == -7
 on 20008747 == -7
 on 20015769 == -7
 on 20009768 == -7
 on 20010796 == -7
 on 20011735 == -7
 on 20013760 == -7
 on 20011762 == -7
 on 20015206 == -7
 on 20012765 == -7
 on 20011783 == -7
 on 20015795 == -7
 on 20009265 == -7
 on 20009206 == -7
 on 20015289 == -7
 on 20002216 == -7
 on 20005793 == -7
 on 20000272 == -7
 on 20000712 == -7
 on 20005725 == -7
 on 20005722 == -7
 on 20000715 == -7
 on 20005265 == -7
 on 20005254 == -7
 on 20005241 == -7
 on 20004785 == -7
 on 20000767 == -7
 on 20000768 == -7
 on 20004765 == -7
 on 20004714 == -7
 on 20004235 == -7
 on 20001233 == -7
 on 20003781 == -7
 on 20003762 == -7
 on 20003296 == -7
 on 20001295 == -7
 on 20003253 == -7
 on 20002759 == -7
 on 20002749 == -7
 on 20002268 == -7
 on 20001723 == -7
 on 20001735 == -7
 on 20007739 == -7
 on 20002204 == -7
 on 20001780 == -7
 on 20001756 == -7
 on 20005788 == -7
 on 20005709 == -7
 on 4853 == -7
 on 4854 == -7
 on 20017344 == -7
 on 4855 == -7
 on 20007265 == -7
 on 20017237 == -7
 on 20006781 == -7
 on 20017371 == -7
 on 4856 == -7
 on 20006771 == -7
 on 20007217 == -7
 on 20006235 == -7
 on 20017471 == -7
 on 4857 == -7
 on 20006731 == -7
 on 20017200 == -7
 on 4858 == -7
 on 20017172 == -7
 on 2907 == -7
 on 2400 == -60
 on 22242 == -60
 on 20001720 == -6
 on 20014778 == -6
 on 20015702 == -6
 on 20012242 == -6
 on 20000220 == -6
 on 20011796 == -6
 on 20001705 == -6
 on 20015235 == -6
 on 20011783 == -6
 on 20001747 == -6
 on 20015279 == -6
 on 20011765 == -6
 on 20012267 == -6
 on 20014288 == -6
 on 20014765 == -6
 on 20001295 == -6
 on 20013749 == -6
 on 20012798 == -6
 on 20012786 == -6
 on 20011749 == -6
 on 20013799 == -6
 on 20000752 == -6
 on 20012765 == -6
 on 20000763 == -6
 on 20012754 == -6
 on 20012751 == -6
 on 20000778 == -6
 on 20014286 == -6
 on 20012288 == -6
 on 20012285 == -6
 on 20014745 == -6
 on 20011758 == -6
 on 20007756 == -6
 on 20001770 == -6
 on 20009297 == -6
 on 20005778 == -6
 on 20005781 == -6
 on 20009222 == -6
 on 20006260 == -6
 on 20001772 == -6
 on 20006281 == -6
 on 20015291 == -6
 on 20008735 == -6
 on 20008299 == -6
 on 20008268 == -6
 on 20007252 == -6
 on 20017349 == -6
 on 20008230 == -6
 on 20007255 == -6
 on 20008218 == -6
 on 20017310 == -6
 on 20017015 == -6
 on 20017027 == -6
 on 20017291 == -6
 on 20017070 == -6
 on 20017260 == -6
 on 20017257 == -6
 on 20007270 == -6
 on 20005764 == -6
 on 20008723 == -6
 on 20009702 == -6
 on 20003778 == -6
 on 20011240 == -6
 on 20002757 == -6
 on 20010760 == -6
 on 20010744 == -6
 on 20002235 == -6
 on 20005238 == -6
 on 20002234 == -6
 on 20010730 == -6
 on 20003288 == -6
 on 20011293 == -6
 on 20003777 == -6
 on 20003753 == -6
 on 20003797 == -6
 on 20004786 == -6
 on 20005221 == -6
 on 20009754 == -6
 on 20001799 == -6
 on 20005213 == -6
 on 20002736 == -6
 on 20004784 == -6
 on 20010206 == -6
 on 20004721 == -6
 on 19282 == -50
 on 5965 == -50
 combo 29585+300166 == -50
 combo 28513+18849 == -50
 on 15375 == -50
 combo 22221+20815 == -50
 combo 19139+20813 == -50
 on 470084 == -50
 on 22210 == -50
 on 22227 == -50
 on 400101 == -50
 on 460084 == -50
 on 470085 == -50
 on 22511 == -50
 on 4456 == -50
 on 4459 == -50
 on 29300 == -50
 on 29372 == -50
 on 29444 == -50
 on 27089 == -50
 combo 28513+18848 == -50
 on 400418 == -5*.@r
 on 400419 == -5*.@r
 combo 410090+420005 == -5*.@c
 on 20014257 == -5
 on 20014222 == -5
 on 20014217 == -5
 on 20014212 == -5
 on 20014173 == -5
 on 20014163 == -5
 on 20005761 == -5
 on 20014121 == -5
 on 20012243 == -5
 on 20006254 == -5
 on 20006294 == -5
 on 20006727 == -5
 on 20017351 == -5
 on 20014267 == -5
 on 20006727 == -5
 on 20006760 == -5
 on 20006765 == -5
 on 20017424 == -5
 on 20017417 == -5
 on 20006779 == -5
 on 20007109 == -5
 on 20017387 == -5
 on 20017385 == -5
 on 20017345 == -5
 on 20007257 == -5
 on 20005270 == -5
 on 20014290 == -5
 on 20005269 == -5
 on 20003655 == -5
 on 20002719 == -5
 on 20002745 == -5
 on 20014790 == -5
 on 20015734 == -5
 on 20015736 == -5
 on 20014757 == -5
 on 20015787 == -5
 on 20014724 == -5
 on 20014721 == -5
 on 20003226 == -5
 on 20003661 == -5
 on 20017277 == -5
 on 20003719 == -5
 on 20003722 == -5
 on 20003767 == -5
 on 20003796 == -5
 on 20004124 == -5
 on 20004272 == -5
 on 20004717 == -5
 on 20004738 == -5
 on 20004757 == -5
 on 20004784 == -5
 on 20017303 == -5
 on 20007282 == -5
 on 20017207 == -5
 on 20002243 == -5
 on 20013235 == -5
 on 20013213 == -5
 on 20009714 == -5
 on 20009731 == -5
 on 20009780 == -5
 on 20009788 == -5
 on 20010119 == -5
 on 20010179 == -5
 on 20016631 == -5
 on 20010690 == -5
 on 20011172 == -5
 on 20012796 == -5
 on 20011175 == -5
 on 20011202 == -5
 on 20011261 == -5
 on 20011290 == -5
 on 20011298 == -5
 on 20012704 == -5
 on 20012670 == -5
 on 20011730 == -5
 on 20011789 == -5
 on 20012105 == -5
 on 20012201 == -5
 on 20016771 == -5
 on 20013259 == -5
 on 20016773 == -5
 on 20007784 == -5
 on 20017177 == -5
 on 20007666 == -5
 on 20013747 == -5
 on 20017167 == -5
 on 20007702 == -5
 on 20017143 == -5
 on 20007745 == -5
 on 20017129 == -5
 on 20007759 == -5
 on 20017039 == -5
 on 20017029 == -5
 on 20013290 == -5
 on 20016976 == -5
 on 20016962 == -5
 on 20008232 == -5
 on 20008251 == -5
 on 20016911 == -5
 on 20008734 == -5
 on 20008752 == -5
 on 20009203 == -5
 on 20009228 == -5
 on 20009228 == -5
 on 20002288 == -5
 on 20012221 == -5
 on 20002238 == -5
 on 20002206 == -5
 on 20015263 == -5
 on 20015288 == -5
 on 20001106 == -5
 on 20001709 == -5
 on 20015289 == -5
 on 20001764 == -5
 on 18993 == -5
 on 20002130 == -5
 combo 15222+20869+22152+28541 == -5
 combo 15221+20868+22151+28540 == -5
 on 20000251 == -5
 on 20000756 == -5
 on 20001726 == -5
 on 20000741 == -5
 on 20001211 == -5
 on 20001233 == -5
 on 20000631 == -5
 on 20000716 == -5
 on 20001292 == -5
 on 20002233 == -5
 on 20015258 == -5
 on 20003926 == -40
 on 20001444 == -40
 on 20014485 == -40
 on 20014490 == -40
 on 20005444 == -40
 on 20009912 == -40
 on 20008461 == -40
 on 20015935 == -40
 on 20018135 == -40
 on 20002475 == -40
 on 20008179 == -4
 on 20008109 == -4
 on 20001182 == -4
 on 20008145 == -4
 on 20008164 == -4
 on 20015119 == -4
 on 20008184 == -4
 on 20013605 == -4
 on 20015113 == -4
 on 20016927 == -4
 on 20006676 == -4
 on 20016926 == -4
 on 20001180 == -4
 on 20007643 == -4
 on 20013699 == -4
 on 20013636 == -4
 on 20001116 == -4
 on 20015175 == -4
 on 20015179 == -4
 on 20013649 == -4
 on 20013665 == -4
 on 20015629 == -4
 on 20015609 == -4
 on 20015618 == -4
 on 20007638 == -4
 on 20007678 == -4
 on 20013693 == -4
 on 20008627 == -4
 on 20001135 == -4
 on 20009179 == -4
 on 20008652 == -4
 on 20011155 == -4
 on 20010132 == -4
 on 20016648 == -4
 on 20016604 == -4
 on 20016602 == -4
 on 20010658 == -4
 on 20010673 == -4
 on 20016581 == -4
 on 20011104 == -4
 on 20011119 == -4
 on 20011179 == -4
 on 20008691 == -4
 on 20012693 == -4
 on 20012655 == -4
 on 20011618 == -4
 on 20011648 == -4
 on 20011678 == -4
 on 20011681 == -4
 on 20011698 == -4
 on 20012123 == -4
 on 20012195 == -4
 on 20010107 == -4
 on 20000107 == -4
 on 20000110 == -4
 on 20016672 == -4
 on 20000670 == -4
 on 20016882 == -4
 on 20009156 == -4
 on 20009178 == -4
 on 20006674 == -4
 on 20009182 == -4
 on 20000608 == -4
 on 20016828 == -4
 on 20016827 == -4
 on 20016770 == -4
